id_recoleccion;fecha;hora;peso;puntos;material_id;predio_id
105;2024-04-19;13:30:00;2,00;1;5;10
106;2024-04-19;8:30:00;2,00;1;5;12
107;2024-03-5;15:30:00;2,00;1;5;37
108;2024-03-9;15:00:00;2,00;1;5;51
109;2024-02-9;9:00:00;2,00;1;5;67
110;2024-04-5;16:00:00;2,00;1;5;63
111;2024-04-23;15:00:00;2,00;1;5;98
112;2024-02-13;15:00:00;2,00;1;5;58
113;2024-02-20;16:30:00;2,00;1;5;67
114;2024-01-22;17:30:00;2,00;1;5;74
115;2024-04-5;12:00:00;2,00;1;5;12
116;2024-03-22;8:30:00;2,00;1;5;41
117;2024-01-5;13:30:00;2,00;1;5;74
118;2024-04-15;11:30:00;2,00;1;5;86
119;2024-02-20;16:00:00;2,00;1;5;4
120;2024-01-2;8:00:00;2,00;1;5;10
121;2024-01-5;15:30:00;2,00;1;5;23
122;2024-01-18;12:30:00;2,00;1;5;35
123;2024-01-26;8:30:00;2,00;1;5;55
124;2024-02-3;10:00:00;2,00;1;5;55
125;2024-06-15;8:00:00;2,00;1;5;83
126;2024-06-15;12:00:00;2,00;1;5;2
127;2024-08-17;9:00:00;2,00;1;5;33
128;2024-01-30;11:00:00;2,00;1;5;60
129;2024-02-7;11:00:00;2,00;1;5;74
130;2024-02-1;8:00:00;2,00;1;5;1
131;2024-02-5;14:30:00;2,00;1;5;7
132;2024-01-30;11:30:00;2,00;1;5;93
133;2024-02-7;8:00:00;2,00;1;5;100
134;2024-01-30;17:00:00;2,00;1;5;24
135;2024-02-6;12:30:00;2,00;1;5;42
136;2024-02-7;12:30:00;2,00;1;5;47
137;2024-02-6;13:30:00;2,00;1;5;56
138;2024-02-7;18:00:00;2,00;1;5;77
139;2024-02-5;13:00:00;2,00;1;5;23
140;2024-01-30;10:30:00;2,00;1;5;42
141;2024-02-15;15:00:00;1,50;1;5;38
142;2024-02-15;8:30:00;1,50;1;5;41
143;2024-02-15;15:30:00;1,50;1;5;77
144;2024-04-3;10:30:00;1,50;1;5;66
145;2024-04-5;14:00:00;1,50;1;5;70
146;2024-04-22;18:00:00;1,50;1;5;75
147;2024-03-9;9:00:00;1,50;1;5;80
148;2024-03-8;10:00:00;1,50;1;5;83
149;2024-03-5;13:00:00;1,50;1;5;84
150;2024-02-2;13:00:00;1,50;1;5;93
151;2024-02-5;11:00:00;1,50;1;5;95
152;2024-02-5;12:00:00;1,50;1;5;96
153;2024-02-20;8:30:00;1,50;1;5;97
154;2024-02-16;10:30:00;1,50;1;5;99
155;2024-01-17;10:00:00;1,50;1;5;2
156;2024-04-2;13:00:00;1,50;1;5;16
157;2024-03-15;15:00:00;1,50;1;5;24
158;2024-01-24;15:30:00;1,50;1;5;34
159;2024-02-15;17:00:00;1,50;1;5;36
160;2024-02-13;10:30:00;1,50;1;5;45
161;2024-01-22;18:00:00;1,50;1;5;51
162;2024-05-3;15:00:00;1,50;1;5;39
163;2024-05-17;11:30:00;1,50;1;5;45
164;2024-03-9;9:00:00;1,50;1;5;79
165;2024-03-11;13:00:00;1,50;1;5;85
166;2024-02-2;9:30:00;1,50;1;5;3
167;2024-02-2;8:00:00;1,50;1;5;4
168;2024-02-5;9:00:00;1,50;1;5;5
169;2024-02-13;18:00:00;1,50;1;5;28
170;2024-02-13;8:30:00;1,50;1;5;29
171;2024-02-1;13:00:00;1,50;1;5;20
172;2024-01-22;18:00:00;1,50;1;5;43
173;2024-04-24;16:30:00;1,50;1;5;58
174;2024-03-13;14:30:00;1,50;1;5;80
175;2024-03-20;10:30:00;1,50;1;5;87
176;2024-02-28;10:00:00;1,50;1;5;28
177;2024-03-16;17:00:00;1,50;1;5;4
178;2024-01-4;14:30:00;1,50;1;5;28
179;2024-01-15;10:30:00;1,50;1;5;42
180;2024-01-20;17:30:00;1,50;1;5;53
181;2024-02-8;11:30:00;1,50;1;5;17
182;2024-06-6;12:30:00;1,50;1;5;50
183;2024-05-10;12:00:00;1,50;1;5;66
184;2024-10-5;12:00:00;1,50;1;5;94
185;2024-10-10;17:30:00;1,50;1;5;100
186;2024-10-10;11:00:00;1,50;1;5;7
187;2024-08-17;13:30:00;1,50;1;5;17
188;2024-08-28;8:00:00;1,50;1;5;23
189;2024-09-14;11:30:00;1,50;1;5;57
190;2024-09-5;9:30:00;1,50;1;5;65
191;2024-07-26;9:00:00;1,50;1;5;72
192;2024-07-19;14:30:00;1,50;1;5;93
193;2024-01-5;12:00:00;1,50;1;5;44
194;2024-04-11;9:00:00;1,50;1;5;98
195;2024-09-25;12:00:00;1,50;1;5;95
196;2024-02-2;10:30:00;1,50;1;5;86
197;2024-02-8;12:00:00;1,50;1;5;92
198;2024-01-12;16:00:00;1,50;1;5;27
199;2024-10-10;17:30:00;1,50;1;5;45
200;2024-06-6;12:30:00;1,50;1;5;30
201;2024-02-9;16:00:00;1,50;1;5;86
202;2024-07-5;8:00:00;1,50;1;5;32
203;2024-06-6;17:00:00;1,50;1;5;73
204;2024-09-13;8:00:00;1,50;1;5;87
205;2024-04-2;14:00:00;1,50;1;5;4
206;2024-02-8;8:00:00;1,50;1;5;65
207;2024-10-1;11:30:00;1,50;1;5;26
208;2024-09-17;10:00:00;1,50;1;5;60
209;2024-07-29;14:00:00;1,50;1;5;88
210;2024-07-19;15:00:00;1,50;1;5;3
211;2024-07-19;9:30:00;1,50;1;5;4
212;2024-05-15;14:30:00;1,50;1;5;23
213;2024-04-15;11:30:00;1,50;1;5;59
214;2024-02-20;15:30:00;1,50;1;5;26
215;2024-01-31;18:00:00;1,50;1;5;36
216;2024-01-31;12:00:00;1,50;1;5;61
217;2024-06-4;9:30:00;1,50;1;5;50
218;2024-06-4;12:00:00;1,50;1;5;51
219;2024-05-27;18:00:00;1,50;1;5;67
220;2024-05-3;12:30:00;1,50;1;5;84
221;2024-05-10;9:30:00;1,50;1;5;100
222;2024-04-30;15:30:00;1,50;1;5;34
223;2024-03-15;17:30:00;1,50;1;5;53
224;2024-04-9;8:30:00;1,50;1;5;2
225;2024-03-15;12:30:00;1,50;1;5;59
226;2024-03-15;9:00:00;1,50;1;5;60
227;2024-02-2;10:00:00;1,50;1;5;35
228;2024-01-26;18:00:00;1,50;1;5;78
229;2024-02-2;9:00:00;1,50;1;5;70
230;2024-10-15;11:00:00;1,50;1;5;84
231;2024-07-13;15:30:00;1,50;1;5;34
232;2024-01-16;16:30:00;1,50;1;5;7
233;2024-04-26;9:30:00;1,50;1;5;91
234;2024-01-29;17:30:00;1,50;1;5;80
235;2024-02-29;9:30:00;1,50;1;5;48
236;2024-02-6;10:00:00;1,50;1;5;61
237;2024-02-13;9:00:00;1,50;1;5;75
238;2024-01-9;15:00:00;1,50;1;5;16
239;2024-01-22;13:30:00;1,50;1;5;41
240;2024-03-15;16:00:00;1,50;1;5;87
241;2024-01-22;14:00:00;1,50;1;5;11
242;2024-01-26;11:30:00;1,50;1;5;22
243;2024-01-30;17:00:00;1,50;1;5;39
244;2024-01-30;15:30:00;1,50;1;5;53
245;2024-06-15;9:30:00;1,50;1;5;81
246;2024-06-15;17:00:00;1,50;1;5;82
247;2024-06-15;17:30:00;1,50;1;5;1
248;2024-08-3;17:30:00;1,50;1;5;16
249;2024-08-15;9:00:00;1,50;1;5;37
250;2024-02-8;9:00:00;1,50;1;5;94
251;2024-08-30;18:00:00;1,50;1;5;74
252;2024-08-30;12:30:00;1,50;1;5;80
253;2024-06-15;17:00:00;1,50;1;5;82
254;2024-01-31;16:30:00;1,50;1;5;100
255;2024-02-1;8:30:00;1,50;1;5;16
256;2024-02-15;15:30:00;3,00;2;5;35
257;2024-04-24;13:30:00;3,00;2;5;4
258;2024-04-3;8:30:00;3,00;2;5;48
259;2024-04-18;8:00:00;3,00;2;5;54
260;2024-02-1;9:00:00;3,00;2;5;15
261;2024-02-15;11:30:00;3,00;2;5;40
262;2024-10-2;10:00:00;3,00;2;5;17
263;2024-06-21;11:30:00;3,00;2;5;34
264;2024-04-2;16:30:00;3,00;2;5;51
265;2024-04-19;9:30:00;3,00;2;5;85
266;2024-03-13;10:00:00;3,00;2;5;28
267;2024-02-3;10:30:00;3,00;2;5;37
268;2024-03-22;15:00:00;3,00;2;5;60
269;2024-02-5;12:00:00;3,00;2;5;68
270;2024-01-6;16:30:00;3,00;2;5;40
271;2024-02-21;15:30:00;3,00;2;5;36
272;2024-08-30;8:30:00;3,00;2;5;62
273;2024-08-30;10:30:00;3,00;2;5;63
274;2024-09-13;17:00:00;3,00;2;5;9
275;2024-10-2;17:30:00;3,00;2;5;20
276;2024-02-14;15:30:00;3,00;2;5;66
277;2024-05-7;17:00:00;3,00;2;5;46
278;2024-04-30;17:30:00;3,00;2;5;50
279;2024-01-18;14:30:00;3,00;2;5;58
280;2024-04-16;12:00:00;3,00;2;5;87
281;2024-01-2;13:00:00;3,00;2;5;37
282;2024-05-25;17:00:00;3,00;2;5;80
283;2024-05-31;15:30:00;3,00;2;5;87
284;2024-09-17;14:00:00;3,00;2;5;3
285;2024-01-19;15:00:00;3,00;2;5;39
286;2024-10-10;17:30:00;3,00;2;5;47
287;2024-07-19;8:30:00;3,00;2;5;98
288;2024-03-28;10:30:00;3,00;2;5;65
289;2024-02-2;16:30:00;3,00;2;5;79
290;2024-01-26;14:30:00;3,00;2;5;12
291;2024-06-22;15:00:00;3,00;2;5;78
292;2024-05-21;10:30:00;3,00;2;5;81
293;2024-09-17;13:30:00;3,00;2;5;62
294;2024-07-29;8:00:00;3,00;2;5;90
295;2024-02-6;12:30:00;3,00;2;5;12
296;2024-06-21;9:30:00;3,00;2;5;32
297;2024-06-4;11:30:00;3,00;2;5;52
298;2024-05-27;12:00:00;3,00;2;5;69
299;2024-05-31;15:30:00;3,00;2;5;77
300;2024-05-6;14:00:00;3,00;2;5;93
301;2024-05-20;9:00:00;3,00;2;5;21
302;2024-06-21;16:30:00;3,00;2;5;13
303;2024-04-27;11:00:00;3,00;2;5;29
304;2024-03-5;8:00:00;3,00;2;5;36
305;2024-02-9;9:30:00;3,00;2;5;44
306;2024-02-13;8:00:00;3,00;2;5;52
307;2024-05-24;15:00:00;3,00;2;5;57
308;2024-03-20;11:30:00;3,00;2;5;76
309;2024-02-9;14:00:00;3,00;2;5;21
310;2024-01-22;10:00:00;3,00;2;5;59
311;2024-10-15;10:00:00;3,00;2;5;86
312;2024-02-5;8:30:00;3,00;2;5;59
313;2024-01-3;9:30:00;3,00;2;5;61
314;2024-04-15;13:00:00;3,00;2;5;75
315;2024-03-22;9:00:00;3,00;2;5;44
316;2024-04-19;17:30:00;3,00;2;5;11
317;2024-02-2;8:30:00;3,00;2;5;54
318;2024-02-16;16:00:00;3,00;2;5;83
319;2024-01-29;8:00:00;3,00;2;5;62
320;2024-01-2;13:00:00;3,00;2;5;99
321;2024-01-5;13:00:00;3,00;2;5;3
322;2024-02-3;16:00:00;3,00;2;5;54
323;2024-06-15;14:00:00;3,00;2;5;90
324;2024-01-24;11:00:00;3,00;2;5;43
325;2024-02-1;17:00:00;3,00;2;5;66
326;2024-06-12;9:00:00;3,00;2;5;52
327;2024-08-16;9:00:00;3,00;2;5;21
328;2024-08-30;12:00:00;3,00;2;5;79
329;2024-02-6;9:00:00;3,00;2;5;22
330;2024-02-1;11:00:00;3,00;2;5;94
331;2024-01-26;17:30:00;3,00;2;5;17
332;2024-01-31;12:30:00;3,00;2;5;30
333;2024-02-3;12:30:00;3,00;2;5;36
334;2024-04-18;12:30:00;4,00;2;5;99
335;2024-02-15;13:30:00;4,00;2;5;43
336;2024-02-2;10:30:00;4,00;2;5;94
337;2024-02-26;14:30:00;4,00;2;5;1
338;2024-08-5;8:30:00;4,00;2;5;24
339;2024-04-2;15:00:00;4,00;2;5;50
340;2024-01-23;14:00:00;4,00;2;5;72
341;2024-01-23;11:00:00;4,00;2;5;73
342;2024-03-27;12:30:00;4,00;2;5;32
343;2024-03-9;9:30:00;4,00;2;5;45
344;2024-01-25;10:00:00;4,00;2;5;76
345;2024-02-8;9:30:00;4,00;2;5;24
346;2024-04-16;10:30:00;4,00;2;5;41
347;2024-02-13;9:00:00;4,00;2;5;11
348;2024-02-20;10:00:00;4,00;2;5;19
349;2024-03-16;16:30:00;4,00;2;5;3
350;2024-02-7;10:00:00;4,00;2;5;30
351;2024-02-15;9:00:00;4,00;2;5;36
352;2024-01-10;13:30:00;4,00;2;5;45
353;2024-05-24;9:30:00;4,00;2;5;97
354;2024-03-21;18:00:00;4,00;2;5;74
355;2024-09-25;13:00:00;4,00;2;5;94
356;2024-09-25;8:30:00;4,00;2;5;96
357;2024-01-19;9:30:00;4,00;2;5;53
358;2024-04-23;8:30:00;4,00;2;5;75
359;2024-04-20;11:30:00;4,00;2;5;80
360;2024-06-15;15:00:00;4,00;2;5;22
361;2024-07-19;14:00:00;4,00;2;5;99
362;2024-03-21;17:30:00;4,00;2;5;58
363;2024-03-9;18:00:00;4,00;2;5;35
364;2024-03-15;16:30:00;4,00;2;5;44
365;2024-06-15;11:00:00;4,00;2;5;91
366;2024-05-10;11:30:00;4,00;2;5;44
367;2024-10-8;14:00:00;4,00;2;5;36
368;2024-08-21;15:00:00;4,00;2;5;45
369;2024-08-26;16:00:00;4,00;2;5;54
370;2024-09-3;18:00:00;4,00;2;5;72
371;2024-07-19;17:00:00;4,00;2;5;5
372;2024-02-28;13:30:00;4,00;2;5;28
373;2024-01-30;13:30:00;4,00;2;5;72
374;2024-01-30;17:00:00;4,00;2;5;95
375;2024-01-24;14:00:00;4,00;2;5;94
376;2024-02-8;13:30:00;4,00;2;5;78
377;2024-05-7;12:00:00;4,00;2;5;66
378;2024-02-20;14:00:00;4,00;2;5;92
379;2024-05-31;8:30:00;4,00;2;5;63
380;2024-06-7;10:30:00;4,00;2;5;98
381;2024-05-11;16:00:00;4,00;2;5;34
382;2024-05-15;17:30:00;4,00;2;5;42
383;2024-04-9;13:30:00;4,00;2;5;55
384;2024-04-20;9:30:00;4,00;2;5;4
385;2024-03-20;17:00:00;4,00;2;5;29
386;2024-01-19;14:30:00;4,00;2;5;85
387;2024-02-2;12:00:00;4,00;2;5;39
388;2024-02-9;15:30:00;4,00;2;5;44
389;2024-05-6;16:00:00;4,00;2;5;8
390;2024-04-9;18:00:00;4,00;2;5;66
391;2024-04-30;12:00:00;4,00;2;5;94
392;2024-04-23;11:00:00;4,00;2;5;10
393;2024-03-5;16:30:00;4,00;2;5;24
394;2024-02-8;8:00:00;4,00;2;5;71
395;2024-01-28;8:00:00;4,00;2;5;63
396;2024-02-5;15:30:00;4,00;2;5;80
397;2024-06-15;9:00:00;4,00;2;5;3
398;2024-06-7;11:00:00;4,00;2;5;9
399;2024-08-17;12:00:00;4,00;2;5;35
400;2024-02-5;14:30:00;4,00;2;5;8
401;2024-08-30;8:30:00;4,00;2;5;67
402;2024-02-1;11:00:00;4,00;2;5;55
403;2024-02-7;10:30:00;4,00;2;5;68
404;2024-02-7;15:30:00;4,00;2;5;75
405;2024-02-8;14:00:00;4,00;2;5;87
406;2024-02-7;18:00:00;4,00;2;5;32
407;2024-02-8;17:00:00;4,00;2;5;5
408;2024-02-8;17:00:00;4,00;2;5;36
409;2024-02-15;10:30:00;5,00;2;5;34
410;2024-03-13;16:30:00;5,00;2;5;13
411;2024-02-8;12:00:00;5,00;2;5;74
412;2024-01-22;13:30:00;5,00;2;5;18
413;2024-10-2;16:30:00;5,00;2;5;59
414;2024-05-24;9:30:00;5,00;2;5;11
415;2024-04-24;9:30:00;5,00;2;5;64
416;2024-04-17;13:30:00;5,00;2;5;80
417;2024-07-31;11:30:00;5,00;2;5;96
418;2024-01-29;9:00:00;5,00;2;5;51
419;2024-02-1;13:30:00;5,00;2;5;21
420;2024-02-19;9:00:00;5,00;2;5;32
421;2024-01-13;10:30:00;5,00;2;5;50
422;2024-10-2;12:00:00;5,00;2;5;19
423;2024-05-7;13:00:00;5,00;2;5;1
424;2024-04-3;15:00:00;5,00;2;5;24
425;2024-01-11;10:30:00;5,00;2;5;36
426;2024-04-12;14:00:00;5,00;2;5;86
427;2024-08-28;17:00:00;5,00;2;5;16
428;2024-06-22;15:00:00;5,00;2;5;92
429;2024-04-30;8:30:00;5,00;2;5;62
430;2024-06-21;10:30:00;5,00;2;5;62
431;2024-09-13;12:30:00;5,00;2;5;89
432;2024-06-6;9:30:00;5,00;2;5;89
433;2024-04-12;14:00:00;5,00;2;5;11
434;2024-04-19;14:00:00;5,00;2;5;17
435;2024-06-22;16:30:00;5,00;2;5;74
436;2024-05-3;11:00:00;5,00;2;5;75
437;2024-10-1;8:00:00;5,00;2;5;28
438;2024-03-18;13:00:00;5,00;2;5;3
439;2024-04-30;13:30:00;5,00;2;5;33
440;2024-04-30;14:30:00;5,00;2;5;35
441;2024-01-30;16:30:00;5,00;2;5;35
442;2024-01-30;17:30:00;5,00;2;5;43
443;2024-03-11;8:00:00;5,00;2;5;50
444;2024-03-11;17:30:00;5,00;2;5;34
445;2024-01-18;14:30:00;5,00;2;5;66
446;2024-05-17;12:30:00;5,00;2;5;16
447;2024-04-19;14:30:00;5,00;2;5;35
448;2024-04-12;17:00:00;5,00;2;5;90
449;2024-03-26;10:30:00;5,00;2;5;68
450;2024-01-6;13:00:00;5,00;2;5;58
451;2024-03-27;16:00:00;5,00;2;5;84
452;2024-03-8;10:30:00;5,00;2;5;40
453;2024-06-5;8:00:00;5,00;2;5;86
454;2024-05-25;10:00:00;5,00;2;5;2
455;2024-05-31;18:00:00;5,00;2;5;10
456;2024-05-31;17:30:00;5,00;2;5;18
457;2024-05-10;10:00:00;5,00;2;5;57
458;2024-04-17;8:00:00;5,00;2;5;19
459;2024-04-15;15:30:00;5,00;2;5;28
460;2024-05-10;13:30:00;5,00;2;5;85
461;2024-03-14;13:30:00;5,00;2;5;33
462;2024-04-19;18:00:00;5,00;2;5;18
463;2024-06-19;15:00:00;5,00;2;5;94
464;2024-04-5;16:30:00;5,00;2;5;73
465;2024-04-26;11:00:00;5,00;2;5;2
466;2024-03-11;12:00:00;5,00;2;5;31
467;2024-05-21;8:00:00;5,00;2;5;80
468;2024-02-7;13:00:00;5,00;2;5;86
469;2024-06-15;16:30:00;5,00;2;5;94
470;2024-06-25;10:30:00;5,00;2;5;25
471;2024-06-25;9:00:00;5,00;2;5;30
472;2024-08-30;8:30:00;5,00;2;5;78
473;2024-06-15;17:00:00;5,00;2;5;55
474;2024-06-7;15:30:00;5,00;2;5;72
475;2024-02-8;11:30:00;5,00;2;5;94
476;2024-06-14;16:00:00;30,00;15;5;1
477;2024-06-14;12:30:00;28,00;14;5;2
478;2024-06-14;11:00:00;40,00;20;5;3
479;2024-06-15;9:30:00;25,00;12;5;5
480;2024-06-15;18:00:00;13,00;6;5;6
481;2024-06-15;15:30:00;44,00;22;5;7
482;2024-06-15;11:30:00;37,00;18;5;8
483;2024-06-15;13:00:00;37,00;18;5;9
484;2024-06-15;8:00:00;32,50;16;5;10
485;2024-06-15;16:00:00;31,00;16;5;11
486;2024-06-17;11:00:00;37,50;19;5;12
487;2024-06-17;12:30:00;33,30;17;5;13
488;2024-06-17;9:00:00;33,00;16;5;14
489;2024-06-17;11:00:00;44,00;22;5;15
490;2024-05-24;13:30:00;38,00;19;5;16
491;2024-05-31;13:00:00;16,80;8;5;17
492;2024-05-31;8:00:00;53,10;27;5;18
493;2024-05-31;11:00:00;30,20;15;5;19
494;2024-05-31;10:30:00;29,20;15;5;20
495;2024-05-31;12:30:00;82,00;41;5;21
496;2024-05-31;11:00:00;28,20;14;5;22
497;2024-10-1;8:00:00;64,70;32;5;41
498;2024-10-8;15:30:00;60,10;30;5;45
499;2024-10-8;10:30:00;39,50;20;5;46
500;2024-10-8;15:00:00;66,90;33;5;47
501;2024-09-25;16:30:00;35,40;18;5;50
502;2024-09-25;11:00:00;73,20;37;5;51
503;2024-09-25;9:00:00;35,50;18;5;52
504;2024-09-30;11:00:00;48,10;24;5;53
505;2024-09-30;16:00:00;24,00;12;5;54
506;2024-09-14;15:00:00;31,00;16;5;55
507;2024-09-14;16:00:00;14,60;7;5;56
508;2024-09-11;12:00:00;31,70;16;5;57
509;2024-09-11;15:00:00;17,70;9;5;58
510;2024-02-15;10:30:00;7,60;4;5;28
511;2024-02-15;11:00:00;14,00;7;5;36
512;2024-08-7;13:30:00;34,00;17;5;44
513;2024-09-25;11:00:00;6,00;3;5;51
514;2024-09-25;15:30:00;15,50;8;5;53
515;2024-07-5;12:30:00;10,00;5;5;58
516;2024-07-7;15:00:00;6,00;3;5;61
517;2024-07-31;17:00:00;8,00;4;5;64
518;2024-06-27;16:00:00;27,30;14;5;66
519;2024-06-12;11:00:00;2,70;1;5;70
520;2024-06-12;8:00:00;37,50;19;5;71
521;2024-05-24;9:30:00;48,50;24;5;75
522;2024-06-4;17:00:00;3,10;2;5;77
523;2024-06-4;11:00:00;28,70;14;5;78
524;2024-06-11;12:00:00;6,00;3;5;83
525;2024-06-11;13:00:00;20,30;10;5;84
526;2024-04-4;15:00:00;20,00;10;5;90
527;2024-04-10;9:30:00;2,40;1;5;93
528;2024-04-10;9:30:00;16,00;8;5;94
529;2024-04-18;13:30:00;30,00;15;5;1
530;2024-04-24;11:00:00;17,30;9;5;5
531;2024-03-6;11:30:00;14,00;7;5;9
532;2024-03-13;13:30:00;14,50;7;5;14
533;2024-03-20;13:00:00;32,30;16;5;19
534;2024-02-22;10:00:00;10,60;5;5;25
535;2024-02-22;11:30:00;63,40;32;5;26
536;2024-02-28;17:00:00;5,40;3;5;29
537;2024-02-28;14:30:00;16,00;8;5;30
538;2024-01-31;14:00:00;7,10;4;5;35
539;2024-02-15;13:00:00;7,00;4;5;39
540;2024-02-15;11:00:00;2,10;1;5;42
541;2024-02-15;11:00:00;10,00;5;5;44
542;2024-03-15;12:00:00;1,20;1;5;60
543;2024-04-1;16:30:00;1,30;1;5;79
544;2024-01-12;17:30:00;6,70;3;5;93
545;2024-04-29;16:30:00;66,00;33;5;79
546;2024-04-29;16:30:00;28,50;14;5;80
547;2024-04-29;14:30:00;14,00;7;5;83
548;2024-04-29;8:30:00;19,00;10;5;84
549;2024-04-29;13:30:00;78,00;39;5;85
550;2024-04-29;18:00:00;20,00;10;5;86
551;2024-04-30;11:00:00;61,00;30;5;88
552;2024-04-30;14:30:00;48,00;24;5;89
553;2024-04-30;9:00:00;48,00;24;5;90
554;2024-04-30;16:00:00;45,00;22;5;91
555;2024-04-30;15:00:00;40,00;20;5;95
556;2024-04-30;11:30:00;29,20;15;5;1
557;2024-06-17;15:00:00;10,80;5;5;3
